Control_ID,Family_Name,Assessment_Status,Justification_Notes
PL-17(1),Planning Enhancement,Pass,Enhancement requirement: Comprehensive SSP and Rules of Behavior documented.
PL-17(2),Planning Enhancement,Pass,Enhancement requirement: Comprehensive SSP and Rules of Behavior documented.
PL-18,Planning,Pass,Comprehensive SSP and Rules of Behavior documented.
PL-18(1),Planning Enhancement,Pass,Enhancement requirement: Comprehensive SSP and Rules of Behavior documented.
PL-18(2),Planning Enhancement,Pass,Enhancement requirement: Comprehensive SSP and Rules of Behavior documented.
PL-19,Planning,Pass,Comprehensive SSP and Rules of Behavior documented.
PL-19(1),Planning Enhancement,Pass,Enhancement requirement: Comprehensive SSP and Rules of Behavior documented.
PL-19(2),Planning Enhancement,Pass,Enhancement requirement: Comprehensive SSP and Rules of Behavior documented.
PL-20,Planning,Pass,Comprehensive SSP and Rules of Behavior documented.
PL-20(1),Planning Enhancement,Pass,Enhancement requirement: Comprehensive SSP and Rules of Behavior documented.
PL-20(2),Planning Enhancement,Pass,Enhancement requirement: Comprehensive SSP and Rules of Behavior documented.
PL-21,Planning,Pass,Comprehensive SSP and Rules of Behavior documented.
PL-21(1),Planning Enhancement,Pass,Enhancement requirement: Comprehensive SSP and Rules of Behavior documented.
PL-21(2),Planning Enhancement,Pass,Enhancement requirement: Comprehensive SSP and Rules of Behavior documented.
PL-22,Planning,Pass,Comprehensive SSP and Rules of Behavior documented.
PL-22(1),Planning Enhancement,Pass,Enhancement requirement: Comprehensive SSP and Rules of Behavior documented.
PL-22(2),Planning Enhancement,Pass,Enhancement requirement: Comprehensive SSP and Rules of Behavior documented.
PL-23,Planning,Pass,Comprehensive SSP and Rules of Behavior documented.
PL-23(1),Planning Enhancement,Pass,Enhancement requirement: Comprehensive SSP and Rules of Behavior documented.
PL-23(2),Planning Enhancement,Pass,Enhancement requirement: Comprehensive SSP and Rules of Behavior documented.
PL-24,Planning,Pass,Comprehensive SSP and Rules of Behavior documented.
PL-24(1),Planning Enhancement,Pass,Enhancement requirement: Comprehensive SSP and Rules of Behavior documented.
PL-24(2),Planning Enhancement,Pass,Enhancement requirement: Comprehensive SSP and Rules of Behavior documented.
PL-25,Planning,Pass,Comprehensive SSP and Rules of Behavior documented.
PL-25(1),Planning Enhancement,Pass,Enhancement requirement: Comprehensive SSP and Rules of Behavior documented.
PL-25(2),Planning Enhancement,Pass,Enhancement requirement: Comprehensive SSP and Rules of Behavior documented.
PM-1,Program Management,Pass,Enterprise-level AI risk management program.
PM-1(1),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-1(2),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-2,Program Management,Pass,Enterprise-level AI risk management program.
PM-2(1),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-2(2),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-3,Program Management,Pass,Enterprise-level AI risk management program.
PM-3(1),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-3(2),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-4,Program Management,Pass,Enterprise-level AI risk management program.
PM-4(1),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-4(2),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-5,Program Management,Pass,Enterprise-level AI risk management program.
PM-5(1),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-5(2),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-6,Program Management,Pass,Enterprise-level AI risk management program.
PM-6(1),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-6(2),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-7,Program Management,Pass,Enterprise-level AI risk management program.
PM-7(1),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-7(2),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-8,Program Management,Pass,Enterprise-level AI risk management program.
PM-8(1),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-8(2),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-9,Program Management,Pass,Enterprise-level AI risk management program.
PM-9(1),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-9(2),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-10,Program Management,Pass,Enterprise-level AI risk management program.
PM-10(1),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-10(2),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-11,Program Management,Pass,Enterprise-level AI risk management program.
PM-11(1),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-11(2),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-12,Program Management,Pass,Enterprise-level AI risk management program.
PM-12(1),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-12(2),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-13,Program Management,Pass,Enterprise-level AI risk management program.
PM-13(1),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-13(2),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-14,Program Management,Pass,Enterprise-level AI risk management program.
PM-14(1),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-14(2),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-15,Program Management,Pass,Enterprise-level AI risk management program.
PM-15(1),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-15(2),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-16,Program Management,Pass,Enterprise-level AI risk management program.
PM-16(1),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-16(2),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-17,Program Management,Pass,Enterprise-level AI risk management program.
PM-17(1),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-17(2),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-18,Program Management,Pass,Enterprise-level AI risk management program.
PM-18(1),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-18(2),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-19,Program Management,Pass,Enterprise-level AI risk management program.
PM-19(1),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-19(2),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-20,Program Management,Pass,Enterprise-level AI risk management program.
PM-20(1),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-20(2),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-21,Program Management,Pass,Enterprise-level AI risk management program.
PM-21(1),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-21(2),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-22,Program Management,Pass,Enterprise-level AI risk management program.
PM-22(1),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-22(2),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-23,Program Management,Pass,Enterprise-level AI risk management program.
PM-23(1),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-23(2),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-24,Program Management,Pass,Enterprise-level AI risk management program.
PM-24(1),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-24(2),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-25,Program Management,Pass,Enterprise-level AI risk management program.
PM-25(1),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PM-25(2),Program Management Enhancement,Pass,Enhancement requirement: Enterprise-level AI risk management program.
PS-1,Personnel Security,Pass,Rigorous background checks for all privileged users.
PS-1(1),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-1(2),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-2,Personnel Security,Pass,Rigorous background checks for all privileged users.
PS-2(1),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-2(2),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-3,Personnel Security,Pass,Rigorous background checks for all privileged users.
PS-3(1),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-3(2),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-4,Personnel Security,Pass,Rigorous background checks for all privileged users.
PS-4(1),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-4(2),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-5,Personnel Security,Pass,Rigorous background checks for all privileged users.
PS-5(1),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-5(2),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-6,Personnel Security,Pass,Rigorous background checks for all privileged users.
PS-6(1),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-6(2),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-7,Personnel Security,Pass,Rigorous background checks for all privileged users.
PS-7(1),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-7(2),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-8,Personnel Security,Pass,Rigorous background checks for all privileged users.
PS-8(1),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-8(2),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-9,Personnel Security,Pass,Rigorous background checks for all privileged users.
PS-9(1),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-9(2),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-10,Personnel Security,Pass,Rigorous background checks for all privileged users.
PS-10(1),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-10(2),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-11,Personnel Security,Pass,Rigorous background checks for all privileged users.
PS-11(1),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-11(2),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-12,Personnel Security,Pass,Rigorous background checks for all privileged users.
PS-12(1),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-12(2),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-13,Personnel Security,Pass,Rigorous background checks for all privileged users.
PS-13(1),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-13(2),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-14,Personnel Security,Pass,Rigorous background checks for all privileged users.
PS-14(1),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-14(2),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-15,Personnel Security,Pass,Rigorous background checks for all privileged users.
PS-15(1),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-15(2),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-16,Personnel Security,Pass,Rigorous background checks for all privileged users.
PS-16(1),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-16(2),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-17,Personnel Security,Pass,Rigorous background checks for all privileged users.
PS-17(1),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-17(2),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-18,Personnel Security,Pass,Rigorous background checks for all privileged users.
PS-18(1),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-18(2),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-19,Personnel Security,Pass,Rigorous background checks for all privileged users.
PS-19(1),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-19(2),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-20,Personnel Security,Pass,Rigorous background checks for all privileged users.
PS-20(1),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-20(2),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-21,Personnel Security,Pass,Rigorous background checks for all privileged users.
PS-21(1),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-21(2),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-22,Personnel Security,Pass,Rigorous background checks for all privileged users.
PS-22(1),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-22(2),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-23,Personnel Security,Pass,Rigorous background checks for all privileged users.
PS-23(1),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-23(2),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-24,Personnel Security,Pass,Rigorous background checks for all privileged users.
PS-24(1),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-24(2),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-25,Personnel Security,Pass,Rigorous background checks for all privileged users.
PS-25(1),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PS-25(2),Personnel Security Enhancement,Pass,Enhancement requirement: Rigorous background checks for all privileged users.
PT-1,PII Processing and Transparency,Partial,Risk: Training data scrubbing and model 'memory' leakage.
PT-1(1),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-1(2),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-2,PII Processing and Transparency,Partial,Risk: Training data scrubbing and model 'memory' leakage.
PT-2(1),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-2(2),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-3,PII Processing and Transparency,Partial,Risk: Training data scrubbing and model 'memory' leakage.
PT-3(1),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-3(2),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-4,PII Processing and Transparency,Partial,Risk: Training data scrubbing and model 'memory' leakage.
PT-4(1),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-4(2),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-5,PII Processing and Transparency,Partial,Risk: Training data scrubbing and model 'memory' leakage.
PT-5(1),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-5(2),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-6,PII Processing and Transparency,Partial,Risk: Training data scrubbing and model 'memory' leakage.
PT-6(1),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-6(2),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-7,PII Processing and Transparency,Partial,Risk: Training data scrubbing and model 'memory' leakage.
PT-7(1),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-7(2),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-8,PII Processing and Transparency,Partial,Risk: Training data scrubbing and model 'memory' leakage.
PT-8(1),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-8(2),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-9,PII Processing and Transparency,Partial,Risk: Training data scrubbing and model 'memory' leakage.
PT-9(1),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-9(2),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-10,PII Processing and Transparency,Partial,Risk: Training data scrubbing and model 'memory' leakage.
PT-10(1),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-10(2),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-11,PII Processing and Transparency,Partial,Risk: Training data scrubbing and model 'memory' leakage.
PT-11(1),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-11(2),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-12,PII Processing and Transparency,Partial,Risk: Training data scrubbing and model 'memory' leakage.
PT-12(1),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-12(2),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-13,PII Processing and Transparency,Partial,Risk: Training data scrubbing and model 'memory' leakage.
PT-13(1),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-13(2),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-14,PII Processing and Transparency,Partial,Risk: Training data scrubbing and model 'memory' leakage.
PT-14(1),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-14(2),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-15,PII Processing and Transparency,Partial,Risk: Training data scrubbing and model 'memory' leakage.
PT-15(1),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-15(2),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-16,PII Processing and Transparency,Partial,Risk: Training data scrubbing and model 'memory' leakage.
PT-16(1),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-16(2),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-17,PII Processing and Transparency,Partial,Risk: Training data scrubbing and model 'memory' leakage.
PT-17(1),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-17(2),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-18,PII Processing and Transparency,Partial,Risk: Training data scrubbing and model 'memory' leakage.
PT-18(1),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-18(2),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-19,PII Processing and Transparency,Partial,Risk: Training data scrubbing and model 'memory' leakage.
PT-19(1),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-19(2),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-20,PII Processing and Transparency,Partial,Risk: Training data scrubbing and model 'memory' leakage.
PT-20(1),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-20(2),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-21,PII Processing and Transparency,Partial,Risk: Training data scrubbing and model 'memory' leakage.
PT-21(1),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-21(2),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-22,PII Processing and Transparency,Partial,Risk: Training data scrubbing and model 'memory' leakage.
PT-22(1),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-22(2),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-23,PII Processing and Transparency,Partial,Risk: Training data scrubbing and model 'memory' leakage.
PT-23(1),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-23(2),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-24,PII Processing and Transparency,Partial,Risk: Training data scrubbing and model 'memory' leakage.
PT-24(1),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-24(2),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-25,PII Processing and Transparency,Partial,Risk: Training data scrubbing and model 'memory' leakage.
PT-25(1),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
PT-25(2),PII Processing and Transparency Enhancement,Partial,Enhancement requirement: Risk: Training data scrubbing and model 'memory' leakage.
RA-1,Risk Assessment,Pass,Continuous red-teaming and adversarial testing.
RA-1(1),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-1(2),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-2,Risk Assessment,Pass,Continuous red-teaming and adversarial testing.
RA-2(1),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-2(2),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-3,Risk Assessment,Pass,Continuous red-teaming and adversarial testing.
RA-3(1),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-3(2),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-4,Risk Assessment,Pass,Continuous red-teaming and adversarial testing.
RA-4(1),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-4(2),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-5,Risk Assessment,Pass,Continuous red-teaming and adversarial testing.
RA-5(1),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-5(2),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-6,Risk Assessment,Pass,Continuous red-teaming and adversarial testing.
RA-6(1),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-6(2),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-7,Risk Assessment,Pass,Continuous red-teaming and adversarial testing.
RA-7(1),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-7(2),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-8,Risk Assessment,Pass,Continuous red-teaming and adversarial testing.
RA-8(1),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-8(2),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-9,Risk Assessment,Pass,Continuous red-teaming and adversarial testing.
RA-9(1),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-9(2),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-10,Risk Assessment,Pass,Continuous red-teaming and adversarial testing.
RA-10(1),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-10(2),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-11,Risk Assessment,Pass,Continuous red-teaming and adversarial testing.
RA-11(1),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-11(2),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-12,Risk Assessment,Pass,Continuous red-teaming and adversarial testing.
RA-12(1),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-12(2),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-13,Risk Assessment,Pass,Continuous red-teaming and adversarial testing.
RA-13(1),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-13(2),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-14,Risk Assessment,Pass,Continuous red-teaming and adversarial testing.
RA-14(1),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-14(2),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-15,Risk Assessment,Pass,Continuous red-teaming and adversarial testing.
RA-15(1),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-15(2),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-16,Risk Assessment,Pass,Continuous red-teaming and adversarial testing.
RA-16(1),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-16(2),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-17,Risk Assessment,Pass,Continuous red-teaming and adversarial testing.
RA-17(1),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-17(2),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-18,Risk Assessment,Pass,Continuous red-teaming and adversarial testing.
RA-18(1),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-18(2),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
